# s_m,x_m,y_m,psi_rad,kappa_radpm,w_tr_right_m,w_tr_left_m
63.55648649,-40.42612220,9.63583937,-2.93310656,-0.03567158,6.00000000,6.00000000
63.65657545,-40.52403080,9.61530855,-2.93760927,-0.05188104,6.00000000,6.00000000
63.75666440,-40.62205718,9.59530817,-2.94349200,-0.05950188,6.00000000,6.00000000
63.85675336,-40.72022875,9.57592507,-2.94952023,-0.05683684,6.00000000,6.00000000
63.95684231,-40.81852797,9.55710054,-2.95486948,-0.04972131,6.00000000,6.00000000
64.05693127,-40.91693328,9.53876287,-2.95947334,-0.04227982,6.00000000,6.00000000
64.15702022,-41.01542314,9.52084035,-2.96333296,-0.03496820,6.00000000,6.00000000
64.25710918,-41.11397600,9.50326126,-2.96647320,-0.02905798,6.00000000,6.00000000
64.35719813,-41.21257173,9.48595849,-2.96914973,-0.02622815,6.00000000,6.00000000
64.45728709,-41.31120418,9.46890948,-2.97172349,-0.02585559,6.00000000,6.00000000
64.55737604,-41.40987501,9.45211661,-2.97432545,-0.02614371,6.00000000,6.00000000
64.65746500,-41.50858598,9.43558258,-2.97695689,-0.02643756,6.00000000,6.00000000
64.75755395,-41.60733882,9.41931006,-2.97961766,-0.02663965,6.00000000,6.00000000
64.85764291,-41.70613529,9.40330173,-2.98228956,-0.02640369,6.00000000,6.00000000
64.95773186,-41.80497603,9.38755678,-2.98490310,-0.02551914,6.00000000,6.00000000
65.05782082,-41.90385855,9.37206450,-2.98739792,-0.02428805,6.00000000,6.00000000
65.15790977,-42.00277981,9.35681244,-2.98976503,-0.02301227,6.00000000,6.00000000
65.25799873,-42.10173676,9.34178813,-2.99200447,-0.02174126,6.00000000,6.00000000
65.35808768,-42.20072637,9.32697912,-2.99411715,-0.02057057,6.00000000,6.00000000
65.45817664,-42.29974564,9.31237311,-2.99612225,-0.01967585,6.00000000,6.00000000
65.55826559,-42.39879262,9.29796136,-2.99805582,-0.01905346,6.00000000,6.00000000
65.65835455,-42.49786636,9.28373857,-2.99993633,-0.01852691,6.00000000,6.00000000
65.75844350,-42.59696599,9.26969956,-3.00176450,-0.01800395,6.00000000,6.00000000
65.85853246,-42.69609059,9.25583917,-3.00354032,-0.01748267,6.00000000,6.00000000
65.95862141,-42.79523927,9.24215224,-3.00526414,-0.01697379,6.00000000,6.00000000
66.05871037,-42.89441113,9.22863368,-3.00693810,-0.01648760,6.00000000,6.00000000
66.15879932,-42.99360529,9.21527874,-3.00856459,-0.01601635,6.00000000,6.00000000
66.25888828,-43.09282085,9.20208281,-3.01014422,-0.01554811,6.00000000,6.00000000
66.35897724,-43.19205693,9.18904129,-3.01167698,-0.01508001,6.00000000,6.00000000
66.45906619,-43.29131263,9.17614955,-3.01316291,-0.01461892,6.00000000,6.00000000
66.55915515,-43.39058707,9.16340300,-3.01460337,-0.01418279,6.00000000,6.00000000
66.65924410,-43.48987943,9.15079727,-3.01600199,-0.01377710,6.00000000,6.00000000
66.75933306,-43.58918901,9.13832847,-3.01736124,-0.01338486,6.00000000,6.00000000
66.85942201,-43.68851514,9.12599274,-3.01868134,-0.01299371,6.00000000,6.00000000
66.95951097,-43.78785713,9.11378620,-3.01996229,-0.01260820,6.00000000,6.00000000
67.05959992,-43.88721429,9.10170500,-3.02120522,-0.01229100,6.00000000,6.00000000
67.15968888,-43.98658599,9.08974549,-3.02242268,-0.01212697,6.00000000,6.00000000
67.25977783,-44.08597200,9.07790628,-3.02363278,-0.01208717,6.00000000,6.00000000
67.35986679,-44.18537234,9.06618731,-3.02484227,-0.01208154,6.00000000,6.00000000
67.45995574,-44.28478705,9.05458851,-3.02605123,-0.01207624,6.00000000,6.00000000
67.56004470,-44.38421615,9.04310983,-3.02725966,-0.01201144,6.00000000,6.00000000
67.66013365,-44.48365966,9.03175121,-3.02845566,-0.01165191,6.00000000,6.00000000
67.76022261,-44.58311717,9.02051026,-3.02959212,-0.01084873,6.00000000,6.00000000
67.86031156,-44.68258693,9.00937762,-3.03062733,-0.00980486,6.00000000,6.00000000
67.96040052,-44.78206696,8.99834267,-3.03155483,-0.00872873,6.00000000,6.00000000
68.06048947,-44.88155525,8.98739478,-3.03237463,-0.00767498,6.00000000,6.00000000
68.16057843,-44.98104984,8.97652333,-3.03309120,-0.00718119,6.00000000,6.00000000
68.26066738,-45.08054888,8.96571856,-3.03381215,-0.00825810,6.00000000,6.00000000
68.36075634,-45.18005442,8.95499107,-3.03474428,-0.01090812,6.00000000,6.00000000
68.46084529,-45.27957235,8.94437192,-3.03599571,-0.01412029,6.00000000,6.00000000
68.56093425,-45.37910876,8.93389306,-3.03757085,-0.01735361,6.00000000,6.00000000
68.66102320,-45.47866972,8.92358643,-3.03946952,-0.02011022,6.00000000,6.00000000
68.76111216,-45.57826130,8.91348398,-3.04159648,-0.01931693,6.00000000,6.00000000
68.86120111,-45.67788602,8.90359890,-3.04333635,-0.01196714,6.00000000,6.00000000
68.96129007,-45.77752687,8.89384163,-3.04399203,-0.00024942,6.00000000,6.00000000
69.06137902,-45.87716018,8.88408763,-3.04338628,0.01235813,6.00000000,6.00000000
69.16146798,-45.97676230,8.87421230,-3.04151821,0.02491512,6.00000000,6.00000000
69.26155693,-46.07630957,8.86409106,-3.03839882,0.03225818,6.00000000,6.00000000
69.36164589,-46.17577878,8.85360181,-3.03506083,0.02052072,6.00000000,6.00000000
69.46173484,-46.27518500,8.84282399,-3.03429103,-0.01482747,6.00000000,6.00000000
69.56182380,-46.37460929,8.83218471,-3.03802897,-0.06069855,6.00000000,6.00000000
69.66191275,-46.47413924,8.82214557,-3.04644154,-0.10729621,6.00000000,6.00000000
69.76200171,-46.57386245,8.81316813,-3.05950730,-0.15056088,6.00000000,6.00000000
69.86209066,-46.67386650,8.80571396,-3.07658050,-0.15525115,6.00000000,6.00000000
69.96217962,-46.77421615,8.80012432,-3.09058515,-0.07334032,6.00000000,6.00000000
70.06226857,-46.87473292,8.79545937,-3.09126161,0.07952799,6.00000000,6.00000000
70.16235753,-46.97509141,8.79000551,-3.07466540,0.25339399,6.00000000,6.00000000
70.26244648,-47.07496420,8.78203840,-3.04053773,0.42987958,6.00000000,6.00000000
70.36253544,-47.17402384,8.76983370,-2.98861300,0.59434613,6.00000000,6.00000000
70.46262439,-47.27194292,8.75166737,-2.92156276,0.68918929,6.00000000,6.00000000
70.56271335,-47.36843302,8.72635393,-2.85065253,0.67837078,6.00000000,6.00000000
70.66280230,-47.46332527,8.69436043,-2.78576792,0.61174956,6.00000000,6.00000000
70.76289126,-47.55647368,8.65646984,-2.72819378,0.54084796,6.00000000,6.00000000
70.86298021,-47.64773225,8.61346512,-2.67750210,0.47471648,6.00000000,6.00000000
70.96306917,-47.73695498,8.56612924,-2.63316603,0.41958936,6.00000000,6.00000000
71.06315813,-47.82399854,8.51523283,-2.59350958,0.38602380,6.00000000,6.00000000
71.16324708,-47.90878788,8.46123027,-2.55589259,0.37210493,6.00000000,6.00000000
71.26333604,-47.99132042,8.40424055,-2.51902239,0.36473783,6.00000000,6.00000000
71.36342499,-48.07159703,8.34436646,-2.48288013,0.35730865,6.00000000,6.00000000
71.46351395,-48.14961861,8.28171078,-2.44749709,0.34933369,6.00000000,6.00000000
71.56360290,-48.22538605,8.21637633,-2.41295125,0.33889475,6.00000000,6.00000000
71.66369186,-48.29890615,8.14847555,-2.37965785,0.32402211,6.00000000,6.00000000
71.76378081,-48.37022286,8.07818161,-2.34808918,0.30626838,6.00000000,6.00000000
71.86386977,-48.43939449,8.00569115,-2.31834969,0.28819570,6.00000000,6.00000000
71.96395872,-48.50647939,7.93120090,-2.29039876,0.27056552,6.00000000,6.00000000
72.06404768,-48.57153591,7.85490757,-2.26418845,0.25386847,6.00000000,6.00000000
72.16413663,-48.63462241,7.77700769,-2.23957991,0.23940917,6.00000000,6.00000000
72.26422559,-48.69579977,7.69766651,-2.21626402,0.22757178,6.00000000,6.00000000
72.36431454,-48.75513422,7.61698189,-2.19402506,0.21692608,6.00000000,6.00000000
72.46440350,-48.81269271,7.53504295,-2.17284021,0.20640619,6.00000000,6.00000000
72.56449245,-48.86854219,7.45193879,-2.15270710,0.19594253,6.00000000,6.00000000
72.66458141,-48.92274960,7.36775853,-2.13361684,0.18586514,6.00000000,6.00000000
72.76467036,-48.97538161,7.28259047,-2.11550101,0.17668519,6.00000000,6.00000000
72.86475932,-49.02650006,7.19650875,-2.09824837,0.16832394,6.00000000,6.00000000
72.96484827,-49.07616271,7.10957555,-2.08180627,0.16025106,6.00000000,6.00000000
73.06493723,-49.12442717,7.02185269,-2.06616965,0.15222730,6.00000000,6.00000000
73.16502618,-49.17135107,6.93340198,-2.05133373,0.14432869,6.00000000,6.00000000
73.26511514,-49.21699204,6.84428523,-2.03727823,0.13701082,6.00000000,6.00000000
73.36520409,-49.26140613,6.75456089,-2.02390719,0.13068699,6.00000000,6.00000000
73.46529305,-49.30464111,6.66426981,-2.01111759,0.12500473,6.00000000,6.00000000
73.56538200,-49.34674206,6.57344710,-1.99888400,0.11945466,6.00000000,6.00000000
73.66547096,-49.38775405,6.48212783,-1.98720540,0.11391848,6.00000000,6.00000000
73.76555991,-49.42772213,6.39034710,-1.97608004,0.10852123,6.00000000,6.00000000
73.86564887,-49.46669136,6.29813996,-1.96548185,0.10361335,6.00000000,6.00000000
73.96573782,-49.50470326,6.20553743,-1.95533894,0.09932601,6.00000000,6.00000000
74.06582678,-49.54179257,6.11256267,-1.94559898,0.09532924,6.00000000,6.00000000
74.16591573,-49.57799323,6.01923795,-1.93625613,0.09136534,6.00000000,6.00000000
74.26600469,-49.61333920,5.92558554,-1.92730965,0.08741917,6.00000000,6.00000000
74.36609364,-49.64786442,5.83162770,-1.91875674,0.08364733,6.00000000,6.00000000
74.46618260,-49.68160256,5.73738643,-1.91056530,0.08030060,6.00000000,6.00000000
74.56627155,-49.71458264,5.64287929,-1.90268234,0.07733882,6.00000000,6.00000000
74.66636051,-49.74683000,5.54812032,-1.89508378,0.07450176,6.00000000,6.00000000
74.76644946,-49.77836991,5.45312349,-1.88776873,0.07167114,6.00000000,6.00000000
74.86653842,-49.80922759,5.35790274,-1.88073680,0.06886974,6.00000000,6.00000000
74.96662737,-49.83942830,5.26247204,-1.87398253,0.06624896,6.00000000,6.00000000
75.06671633,-49.86899643,5.16684470,-1.86747522,0.06394813,6.00000000,6.00000000
75.16680528,-49.89795207,5.07103087,-1.86118153,0.06185422,6.00000000,6.00000000
75.26689424,-49.92631396,4.97503971,-1.85509338,0.05980146,6.00000000,6.00000000
75.36698319,-49.95410084,4.87888037,-1.84921059,0.05775115,6.00000000,6.00000000
75.46707215,-49.98133145,4.78256199,-1.84353287,0.05574794,6.00000000,6.00000000
75.56716110,-50.00802452,4.68609372,-1.83805109,0.05391872,6.00000000,6.00000000
75.66725006,-50.03419722,4.58948374,-1.83273954,0.05231123,6.00000000,6.00000000
75.76733902,-50.05986374,4.49273838,-1.82757954,0.05080683,6.00000000,6.00000000
75.86742797,-50.08503796,4.39586376,-1.82256913,0.04931281,6.00000000,6.00000000
75.96751693,-50.10973375,4.29886602,-1.81770820,0.04782326,6.00000000,6.00000000
76.06760588,-50.13396499,4.20175128,-1.81299597,0.04639159,6.00000000,6.00000000
76.16769484,-50.15774542,4.10452560,-1.80842163,0.04510388,6.00000000,6.00000000
76.26778379,-50.18108700,4.00719403,-1.80396717,0.04394696,6.00000000,6.00000000
76.36787275,-50.20400021,3.90976082,-1.79962442,0.04283222,6.00000000,6.00000000
76.46796170,-50.22649554,3.81223021,-1.79539311,0.04171921,6.00000000,6.00000000
76.56805066,-50.24858345,3.71460642,-1.79127316,0.04061848,6.00000000,6.00000000
76.66813961,-50.27027439,3.61689368,-1.78726218,0.03959953,6.00000000,6.00000000
76.76822857,-50.29157842,3.51909605,-1.78334621,0.03872698,6.00000000,6.00000000
76.86831752,-50.31250335,3.42121678,-1.77950990,0.03794947,6.00000000,6.00000000
76.96840648,-50.33305634,3.32325883,-1.77574956,0.03719075,6.00000000,6.00000000
77.06849543,-50.35324452,3.22522517,-1.77206513,0.03643263,6.00000000,6.00000000
77.16858439,-50.37307505,3.12711879,-1.76845655,0.03567377,6.00000000,6.00000000
77.26867334,-50.39255506,3.02894265,-1.76492403,0.03491019,6.00000000,6.00000000
77.36876230,-50.41169180,2.93069948,-1.76146831,0.03414004,6.00000000,6.00000000
77.46885125,-50.43049272,2.83239153,-1.75808995,0.03336674,6.00000000,6.00000000
77.56894021,-50.44896528,2.73402100,-1.75478902,0.03259318,6.00000000,6.00000000
77.66902916,-50.46711696,2.63559011,-1.75156551,0.03182844,6.00000000,6.00000000
77.76911812,-50.48495522,2.53710105,-1.74841767,0.03121985,6.00000000,6.00000000
77.86920707,-50.50248718,2.43855600,-1.74531599,0.03100856,6.00000000,6.00000000
77.96929603,-50.51971439,2.33995673,-1.74221044,0.03116186,6.00000000,6.00000000
78.06938498,-50.53663394,2.24130469,-1.73907807,0.03143359,6.00000000,6.00000000
78.16947394,-50.55324280,2.14260132,-1.73591813,0.03170963,6.00000000,6.00000000
78.26956289,-50.56953792,2.04384805,-1.73273050,0.03188646,6.00000000,6.00000000
78.36965185,-50.58551629,1.94504633,-1.72953517,0.03134454,6.00000000,6.00000000
78.46974080,-50.60117893,1.84619765,-1.72645602,0.02949709,6.00000000,6.00000000
78.56982976,-50.61654788,1.74730373,-1.72363050,0.02679472,6.00000000,6.00000000
78.66991871,-50.63165195,1.64836639,-1.72109231,0.02392298,6.00000000,6.00000000
78.77000767,-50.64651993,1.54938743,-1.71884165,0.02105716,6.00000000,6.00000000
78.87009662,-50.66118063,1.45036869,-1.71687713,0.01917060,6.00000000,6.00000000
78.97018558,-50.67566254,1.35131195,-1.71500412,0.02112115,6.00000000,6.00000000
79.07027453,-50.68995523,1.25221806,-1.71264914,0.02806082,6.00000000,6.00000000
79.17036349,-50.70397160,1.15308595,-1.70938696,0.03735299,6.00000000,6.00000000
79.27045244,-50.71761559,1.05391433,-1.70517190,0.04688254,6.00000000,6.00000000
79.37054140,-50.73079118,0.95470192,-1.70000212,0.05606984,6.00000000,6.00000000
79.47063035,-50.74340232,0.85544743,-1.69394795,0.05854533,6.00000000,6.00000000
79.57071931,-50.75536756,0.75614991,-1.68828263,0.04370037,6.00000000,6.00000000
79.67080826,-50.76684702,0.65681384,-1.68520011,0.01279609,6.00000000,6.00000000
79.77089722,-50.77819948,0.55744820,-1.68572114,-0.02333457,6.00000000,6.00000000
79.87098617,-50.78978962,0.45806210,-1.68987117,-0.05953481,6.00000000,6.00000000
79.97107513,-50.80198211,0.35866465,-1.69763869,-0.09031855,6.00000000,6.00000000
80.07116408,-50.81514163,0.25926495,-1.70795095,-0.08240478,6.00000000,6.00000000
80.17125304,-50.82942036,0.15986724,-1.71413431,-0.00392610,6.00000000,6.00000000
80.27134199,-50.84383619,0.06044971,-1.70873687,0.12130835,6.00000000,6.00000000
80.37143095,-50.85703005,-0.03901812,-1.68985106,0.25672797,6.00000000,6.00000000
80.47151991,-50.86764262,-0.13856670,-1.65734560,0.39329574,6.00000000,6.00000000
80.57160886,-50.87431457,-0.23822652,-1.61112194,0.51641935,6.00000000,6.00000000
80.67169782,-50.87569036,-0.33802737,-1.55396985,0.58372345,6.00000000,6.00000000
80.77178677,-50.87095438,-0.43790438,-1.49427340,0.57866285,6.00000000,6.00000000
80.87187573,-50.86038858,-0.53760018,-1.43813433,0.54088775,6.00000000,6.00000000
80.97196468,-50.84440806,-0.63683405,-1.38599962,0.50224985,6.00000000,6.00000000
81.07205364,-50.82342794,-0.73532528,-1.33759501,0.46674559,6.00000000,6.00000000
81.17214259,-50.79786333,-0.83279313,-1.29256746,0.43877182,6.00000000,6.00000000
81.27223155,-50.76811821,-0.92896122,-1.24976258,0.42484264,6.00000000,6.00000000
81.37232050,-50.73440364,-1.02362806,-1.20752335,0.42292252,6.00000000,6.00000000
81.47240946,-50.69676729,-1.11665559,-1.16510284,0.42498053,6.00000000,6.00000000
81.57249841,-50.65525169,-1.20790777,-1.12245163,0.42741470,6.00000000,6.00000000
81.67258737,-50.60989935,-1.29724854,-1.07954385,0.42960582,6.00000000,6.00000000
81.77267632,-50.56075280,-1.38454185,-1.03645404,0.42847205,6.00000000,6.00000000
81.87276528,-50.50787305,-1.46965872,-0.99377321,0.42117896,6.00000000,6.00000000
81.97285423,-50.45142001,-1.55250788,-0.95214332,0.41017988,6.00000000,6.00000000
82.07294319,-50.39158651,-1.63301063,-0.91166426,0.39910228,6.00000000,6.00000000
82.17303214,-50.32856540,-1.71108826,-0.87225186,0.38890857,6.00000000,6.00000000
82.27312110,-50.26254951,-1.78666210,-0.83381336,0.37950033,6.00000000,6.00000000
82.37321005,-50.19373156,-1.85965366,-0.79628427,0.37028295,6.00000000,6.00000000
82.47329901,-50.12228975,-1.93000936,-0.75969089,0.36072037,6.00000000,6.00000000
82.57338796,-50.04837465,-1.99772285,-0.72407602,0.35103536,6.00000000,6.00000000
82.67347692,-49.97213378,-2.06279307,-0.68942137,0.34160972,6.00000000,6.00000000
82.77356587,-49.89371466,-2.12521894,-0.65569330,0.33254613,6.00000000,6.00000000
82.87365483,-49.81326480,-2.18499940,-0.62285298,0.32378194,6.00000000,6.00000000
82.97374378,-49.73093062,-2.24213449,-0.59087931,0.31510156,6.00000000,6.00000000
83.07383274,-49.64684409,-2.29663938,-0.55977660,0.30643632,6.00000000,6.00000000
83.17392169,-49.56112682,-2.34854007,-0.52953753,0.29793742,6.00000000,6.00000000
83.27401065,-49.47390016,-2.39786276,-0.50013611,0.28972151,6.00000000,6.00000000
83.37409960,-49.38528551,-2.44463369,-0.47154168,0.28166259,6.00000000,6.00000000
83.47418856,-49.29540423,-2.48887907,-0.44375349,0.27292238,6.00000000,6.00000000
83.57427751,-49.20437206,-2.53063525,-0.41690865,0.26271721,6.00000000,6.00000000
83.67436647,-49.11228275,-2.56997804,-0.39116330,0.25158553,6.00000000,6.00000000
83.77445542,-49.01922469,-2.60699288,-0.36654678,0.24034624,6.00000000,6.00000000
83.87454438,-48.92528627,-2.64176520,-0.34305130,0.22924941,6.00000000,6.00000000
83.97463333,-48.83055589,-2.67438042,-0.32065612,0.22007873,6.00000000,6.00000000
84.07472229,-48.73512147,-2.70492230,-0.29899640,0.21674979,6.00000000,6.00000000
84.17481124,-48.63905249,-2.73340884,-0.27726760,0.21991416,6.00000000,6.00000000
84.27490020,-48.54239434,-2.75977211,-0.25497444,0.22579911,6.00000000,6.00000000
84.37498915,-48.44519078,-2.78393841,-0.23206760,0.23201955,6.00000000,6.00000000
84.47507811,-48.34748557,-2.80583400,-0.20852925,0.23718785,6.00000000,6.00000000
84.57516706,-48.24932249,-2.82538519,-0.18458783,0.23076841,6.00000000,6.00000000
84.67525602,-48.15074889,-2.84256735,-0.16233451,0.20034550,6.00000000,6.00000000
84.77534497,-48.05183953,-2.85772809,-0.14448309,0.15207230,6.00000000,6.00000000
84.87543393,-47.95268170,-2.87138552,-0.13189300,0.09951169,6.00000000,6.00000000
84.97552288,-47.85336274,-2.88405865,-0.12456305,0.04700939,6.00000000,6.00000000
85.07561184,-47.75397001,-2.89626647,-0.12248275,-0.00091058,6.00000000,6.00000000
85.17570080,-47.65459074,-2.90852727,-0.12474533,-0.02945397,6.00000000,6.00000000
85.27578975,-47.55528211,-2.92118123,-0.12837879,-0.03134589,6.00000000,6.00000000
85.37587871,-47.45603218,-2.93415895,-0.13102008,-0.01997802,6.00000000,6.00000000
85.47596766,-47.35681935,-2.94733366,-0.13237795,-0.00715250,6.00000000,6.00000000
85.57605662,-47.25762198,-2.96057859,-0.13245185,0.00553377,6.00000000,6.00000000
85.67614557,-47.15841849,-2.97376698,-0.13127021,0.01568014,6.00000000,6.00000000
85.77623453,-47.05918819,-2.98677769,-0.12931304,0.01937470,6.00000000,6.00000000
85.87632348,-46.95992551,-2.99957874,-0.12739182,0.01716711,6.00000000,6.00000000
85.97641244,-46.86063687,-3.01220923,-0.12587656,0.01306163,6.00000000,6.00000000
86.07650139,-46.76132902,-3.02471026,-0.12477717,0.00890696,6.00000000,6.00000000
86.17659035,-46.66200874,-3.03712292,-0.12409358,0.00494474,6.00000000,6.00000000
86.27667930,-46.56268279,-3.04948830,-0.12378734,0.00217268,6.00000000,6.00000000
86.37676826,-46.46335665,-3.06183991,-0.12365866,0.00141655,6.00000000,6.00000000
86.47685721,-46.36403048,-3.07417936,-0.12350378,0.00188994,6.00000000,6.00000000
86.57694617,-46.26470300,-3.08649990,-0.12328034,0.00257501,6.00000000,6.00000000
86.67703512,-46.16537298,-3.09879475,-0.12298832,0.00325745,6.00000000,6.00000000
86.77712408,-46.06603914,-3.11105717,-0.12262827,0.00382098,6.00000000,6.00000000
86.87721303,-45.96670026,-3.12328050,-0.12222345,0.00399924,6.00000000,6.00000000
86.97730199,-45.86735586,-3.13546258,-0.12182771,0.00374207,6.00000000,6.00000000
87.07739094,-45.76800653,-3.14760738,-0.12147437,0.00330728,6.00000000,6.00000000
87.17747990,-45.66865294,-3.15971932,-0.12116566,0.00286132,6.00000000,6.00000000
87.27756885,-45.56929576,-3.17180282,-0.12090159,0.00242322,6.00000000,6.00000000
87.37765781,-45.46993566,-3.18386230,-0.12068059,0.00206294,6.00000000,6.00000000
87.47774676,-45.37057325,-3.19590188,-0.12048864,0.00186438,6.00000000,6.00000000
87.57783572,-45.27120876,-3.20792319,-0.12030738,0.00178735,6.00000000,6.00000000
87.67792467,-45.17184220,-3.21992671,-0.12013085,0.00174026,6.00000000,6.00000000
87.77801363,-45.07247360,-3.23191292,-0.11995902,0.00169335,6.00000000,6.00000000
87.87810258,-44.97310300,-3.24388229,-0.11979188,0.00164342,6.00000000,6.00000000
87.97819154,-44.87373041,-3.25583528,-0.11963004,0.00158032,6.00000000,6.00000000
88.07828049,-44.77435589,-3.26777249,-0.11947554,0.00149886,6.00000000,6.00000000
88.17836945,-44.67497956,-3.27969478,-0.11933001,0.00140814,6.00000000,6.00000000
88.27845840,-44.57560152,-3.29160307,-0.11919366,0.00131638,6.00000000,6.00000000
88.37854736,-44.47622191,-3.30349827,-0.11906650,0.00122489,6.00000000,6.00000000
88.47863631,-44.37684083,-3.31538128,-0.11894846,0.00113847,6.00000000,6.00000000
88.57872527,-44.27745842,-3.32725302,-0.11883860,0.00106511,6.00000000,6.00000000
88.67881422,-44.17807475,-3.33911419,-0.11873525,0.00100388,6.00000000,6.00000000
88.77890318,-44.07868990,-3.35096539,-0.11863764,0.00094662,6.00000000,6.00000000
88.87899213,-43.97930393,-3.36280716,-0.11854576,0.00088947,6.00000000,6.00000000
88.97908109,-43.87991691,-3.37464008,-0.11845959,0.00083476,6.00000000,6.00000000
89.07917004,-43.78052891,-3.38646473,-0.11837866,0.00079560,6.00000000,6.00000000
89.17925900,-43.68113997,-3.39828157,-0.11830033,0.00078311,6.00000000,6.00000000
89.27934795,-43.58175011,-3.41009065,-0.11822190,0.00078712,6.00000000,6.00000000
89.37943691,-43.48235931,-3.42189189,-0.11814277,0.00079404,6.00000000,6.00000000
89.47952586,-43.38296758,-3.43368524,-0.11806295,0.00080057,6.00000000,6.00000000
89.57961482,-43.28357491,-3.44547062,-0.11798251,0.00078755,6.00000000,6.00000000
89.67970377,-43.18418128,-3.45724798,-0.11790530,0.00071013,6.00000000,6.00000000
89.77979273,-43.08478679,-3.46901801,-0.11784036,0.00055891,6.00000000,6.00000000
89.87988169,-42.98539163,-3.48078246,-0.11779341,0.00037715,6.00000000,6.00000000
89.97997064,-42.88599603,-3.49254316,-0.11776486,0.00019339,6.00000000,6.00000000
90.08005960,-42.78660021,-3.50430193,-0.11775470,0.00001396,6.00000000,6.00000000
90.18014855,-42.68720437,-3.51606061,-0.11776207,-0.00012082,6.00000000,6.00000000
90.28023751,-42.58780872,-3.52782085,-0.11777889,-0.00016159,6.00000000,6.00000000
90.38032646,-42.48841328,-3.53958287,-0.11779441,-0.00013077,6.00000000,6.00000000
90.48041542,-42.38901799,-3.55134620,-0.11780506,-0.00008195,6.00000000,6.00000000
90.58050437,-42.28962280,-3.56311034,-0.11781082,-0.00003301,6.00000000,6.00000000
90.68059333,-42.19022765,-3.57487480,-0.11781167,0.00001196,6.00000000,6.00000000
90.78068228,-42.09083248,-3.58663911,-0.11780842,0.00003923,6.00000000,6.00000000
90.88077124,-41.99143725,-3.59840294,-0.11780382,0.00004146,6.00000000,6.00000000
90.98086019,-41.89204197,-3.61016633,-0.11780012,0.00003092,6.00000000,6.00000000
91.08094915,-41.79264666,-3.62192942,-0.11779763,0.00001888,6.00000000,6.00000000
91.18103810,-41.69325132,-3.63369232,-0.11779634,0.00000692,6.00000000,6.00000000
91.28112706,-41.59385597,-3.64545515,-0.11779625,-0.00000342,6.00000000,6.00000000
91.38121601,-41.49446063,-3.65721803,-0.11779703,-0.00000955,6.00000000,6.00000000
91.48130497,-41.39506529,-3.66898102,-0.11779816,-0.00001170,6.00000000,6.00000000
91.58139392,-41.29566997,-3.68074412,-0.11779937,-0.00001253,6.00000000,6.00000000
91.68148288,-41.19627467,-3.69250735,-0.11780067,-0.00001333,6.00000000,6.00000000
91.78157183,-41.09687939,-3.70427071,-0.11780204,-0.00001353,6.00000000,6.00000000
91.88166079,-40.99748414,-3.71603421,-0.11780337,-0.00000991,6.00000000,6.00000000
91.98174974,-40.89808892,-3.72779783,-0.11780402,0.00000037,6.00000000,6.00000000
92.08183870,-40.79869371,-3.73956146,-0.11780330,0.00001483,6.00000000,6.00000000
92.18192765,-40.69929846,-3.75132494,-0.11780105,0.00003004,6.00000000,6.00000000
92.28201661,-40.59990316,-3.76308812,-0.11779729,0.00004512,6.00000000,6.00000000
92.38210556,-40.50050776,-3.77485086,-0.11779202,0.00005267,6.00000000,6.00000000
92.48219452,-40.40111224,-3.78661301,-0.11778674,0.00003501,6.00000000,6.00000000
92.58228347,-40.30171663,-3.79837471,-0.11778501,-0.00001192,6.00000000,6.00000000
92.68237243,-40.20232104,-3.81013652,-0.11778913,-0.00007113,6.00000000,6.00000000
92.78246138,-40.10292559,-3.82189903,-0.11779925,-0.00013119,6.00000000,6.00000000
92.88255034,-40.00353041,-3.83366283,-0.11781539,-0.00018620,6.00000000,6.00000000
92.98263929,-39.90413563,-3.84542851,-0.11783653,-0.00018742,6.00000000,6.00000000
93.08272825,-39.80474131,-3.85719647,-0.11785291,-0.00007388,6.00000000,6.00000000
93.18281720,-39.70534720,-3.86896538,-0.11785131,0.00012824,6.00000000,6.00000000
93.28290616,-39.60595282,-3.88073302,-0.11782724,0.00035308,6.00000000,6.00000000
93.38299511,-39.50655772,-3.89249719,-0.11778064,0.00057795,6.00000000,6.00000000
93.48308407,-39.40716144,-3.90425567,-0.11771154,0.00073571,6.00000000,6.00000000
93.58317302,-39.30776351,-3.91600625,-0.11763336,0.00058771,6.00000000,6.00000000
93.68326198,-39.20836402,-3.92774935,-0.11759390,0.00000161,6.00000000,6.00000000
93.78335093,-39.10896447,-3.93949216,-0.11763304,-0.00081110,6.00000000,6.00000000
93.88343989,-39.00956659,-3.95124296,-0.11775626,-0.00165115,6.00000000,6.00000000
93.98352884,-38.91017209,-3.96301001,-0.11796356,-0.00246418,6.00000000,6.00000000
94.08361780,-38.81078269,-3.97480159,-0.11824954,-0.00271835,6.00000000,6.00000000
94.18370675,-38.71139990,-3.98662490,-0.11850772,-0.00148928,6.00000000,6.00000000
94.28379571,-38.61202108,-3.99846727,-0.11854766,0.00115329,6.00000000,6.00000000
94.38388466,-38.51263992,-4.01029843,-0.11827685,0.00427310,6.00000000,6.00000000
94.48397362,-38.41325000,-4.02208753,-0.11769228,0.00740762,6.00000000,6.00000000
94.58406258,-38.31384491,-4.03380370,-0.11679401,0.01002065,6.00000000,6.00000000
